canonical	relation_count	reason
i ain’t gonna stand for it	0	sentence fragment
i can see the sun in late december	0	sentence fragment
i just called to say i love you	0	sentence fragment
i love every little thing about you	0	sentence fragment
i wanna make her love me	0	sentence fragment
i was made to love him	0	sentence fragment
i just started hating some people today	0	sentence fragment
i want to go to the beach	0	sentence fragment
i don't want to push it	0	sentence fragment
i love her all the time	0	sentence fragment
i am not a dog on a chain	0	sentence fragment
i don’t mind if you forget me	0	sentence fragment
i just want to see the boy happy	0	sentence fragment
i know it’s gonna happen someday	0	sentence fragment
i started something i couldn't finish	0	sentence fragment
i want the one i can’t have	0	sentence fragment
i will see you in far-off places	0	sentence fragment
i know very well how i got my name	0	sentence fragment
i don’t wanna lose your love tonight	0	sentence fragment
à quoi rêve une jeune fille	0	sentence fragment
i will go with you (con te partirò)	0	sentence fragment
i do believe (i fell in love)	0	sentence fragment
i always knew you would find me	0	sentence fragment
i am the only monster here	0	sentence fragment
i danced in a dream. (blip no 11)	0	sentence fragment
i drift away amongst the stars	0	sentence fragment
i oil the ticking of antique clocks	0	sentence fragment
i swear that the girl in the painting moved	0	sentence fragment
i just made up my mind	0	sentence fragment
3 degrees: a tribute to maynard james keenan	0	sentence fragment
i don’t want to tie you down	0	sentence fragment
i just want to touch you	0	sentence fragment
i am gino marzzoni, capice?	0	sentence fragment
i need to ask you a favor	0	sentence fragment
i wanna funk with you tonight	0	sentence fragment
i mi$$ u s♡ badly	0	sentence fragment
y does ur bf wanna kill me	0	sentence fragment
i said yes!!!	0	sentence fragment
i shall be king for all time	0	sentence fragment
i will never let you down	0	sentence fragment
i just wanna love u (give it 2 me)	0	sentence fragment
u with me?	0	sentence fragment
i wonder if heaven got a ghetto	0	sentence fragment
i wonder if heaven got a ghetto (hip-hop version)	0	sentence fragment
r u still down? (remember me)	0	sentence fragment
u can call (jazze pha remix)	0	sentence fragment
i can’t take it (no more remix)	0	sentence fragment
i made it (cash money heroes)	0	sentence fragment
i can't sleep baby (if i)	0	sentence fragment
i mean (i don’t mean it)	0	sentence fragment
i wish – remix (to the homies that we lost)	0	sentence fragment
e = mc²	0	sentence fragment
r u listenin'?	0	sentence fragment
i cannot fucking wait until morrissey dies	0	sentence fragment
i wonda if heaven’s got a ghetto	0	sentence fragment
1 0 0 . m i l ‘	0	sentence fragment
9 5 . s o u t h	0	sentence fragment
i n t e r l u d e	0	sentence fragment
m y . l i f e	0	sentence fragment
i can’t live without my radio	0	sentence fragment
0 to 100 / the catch up	0	sentence fragment
x gon’ give it to ya	0	sentence fragment
i don't wanna talk about it	0	sentence fragment
i know you got a man	0	sentence fragment
u got a problem?	0	sentence fragment
i am not a robot (interlude)	0	sentence fragment
i ain't fucking wit u!	0	sentence fragment
heavens been a long time comin'	0	sentence fragment
i want to be free (that’s the truth)	0	sentence fragment
i want to be free (that’s the truth) (radio remix)	0	sentence fragment
i could let you love me	0	sentence fragment
i only say it cause it’s true	0	sentence fragment
i can’t help it (cookin’ soul band remix)	0	sentence fragment
i get money (cookin soul remix)	0	sentence fragment
i need you (cookin soul remix)	0	sentence fragment
i want you back (cookin’ soul remix)	0	sentence fragment
i ain’t goin’ back to jail	0	sentence fragment
i get my thang in action	0	sentence fragment
u know hoo!	0	sentence fragment
from nothin' to somethin'	0	sentence fragment
i can’t describe (the way i feel)	0	sentence fragment
i ain’t got time!	0	sentence fragment
i thought you wanted to dance	0	sentence fragment
i hope you find your way home	0	sentence fragment
2 of amerikaz most wanted (nu-mixx)	0	sentence fragment
i had a dream last night	0	sentence fragment
i didn't know my mother had a son like me	0	sentence fragment
i hope you come back home	0	sentence fragment
i asked for water (she gave me gasoline)	0	sentence fragment
i want to come home for christmas	0	sentence fragment
i ain't gonna let nobody steal my jellyroll	0	sentence fragment
ain't gwine to whistle dixie anymo'	0	sentence fragment
i held my baby last night	0	sentence fragment
i ain't got nothin’ but time	0	sentence fragment
i can't get you off my mind	0	sentence fragment
i just don’t like this kind of livin’	0	sentence fragment
i told a lie to my heart	0	sentence fragment
i watched my dream world crumble like clay	0	sentence fragment
i won’t be home no more	0	sentence fragment
i don't care (if tomorrow never comes)	0	sentence fragment
i gave up everything for you, ’cept the blues	0	sentence fragment
i don't know where i've been	0	sentence fragment
i never fool nobody but me	0	sentence fragment
i have done no one no harm	0	sentence fragment
i believe i’ll dust my broom	0	sentence fragment
i believe my time ain’t long	0	sentence fragment
i wanna spend christmas with you	0	sentence fragment
i don’t worry about a thing	0	sentence fragment
i need a man to love	0	sentence fragment
i think i love you too much	0	sentence fragment
i have good news to bring	0	sentence fragment
i want to live so god can use me	0	sentence fragment
i heard my mother call my name	0	sentence fragment
i want to go to heaven and rest	0	sentence fragment
i got to cross the river jordan	0	sentence fragment
x colpa di chi?	0	sentence fragment
i still remember the good times	0	sentence fragment
i just don’t know what to say	0	sentence fragment
i killed an ant with my guitar	0	sentence fragment
i want your love inside of me	0	sentence fragment
i gotta be more (take me higher)	0	sentence fragment
i want a mom that will last forever	0	sentence fragment
i know you (i know what you wanna do)	0	sentence fragment
i know what you’re puttin’ down	0	sentence fragment
i don't trust myself (with loving you)	0	sentence fragment
i guess i just feel like	0	sentence fragment
i will be found (lost at sea)	0	sentence fragment
i won’t make that mistake again	0	sentence fragment
i got the same old blues	0	sentence fragment
i am the light of this world	0	sentence fragment
i can’t bear my burden by myself	0	sentence fragment
2 japanese folksongs: i. falling cherry blossoms	0	sentence fragment
2 japanese folksongs: ii. lullaby of itsuki	0	sentence fragment
3 variations on an ancient chinese melody	0	sentence fragment
å alla man skulle far' i fält	0	sentence fragment
à saint-malo, beau port de mer	0	sentence fragment
e la don, don verges maria	0	sentence fragment
i am a maid that sleeps in love	0	sentence fragment
i am a youth that's inclined to ramble	0	sentence fragment
i bin der turlhofer vo der sunnenseiten	0	sentence fragment
i buried my wife and danced on her grave	0	sentence fragment
i don't feel no ways tired	0	sentence fragment
i ds elsis abe wott e floh	0	sentence fragment
i fjol så gick jag med herrarna i hagen	0	sentence fragment
i gave up everything to follow him	0	sentence fragment
i geh in wåld außi, i geh in wåld zua	0	sentence fragment
i get my whiskey from rockingham	0	sentence fragment
i got a home in-a dat rock	0	sentence fragment
i ha mys müetli fast alles verloren	0	sentence fragment
i hae laid a herrin' in salt	0	sentence fragment
i have a bonnet trimmed with blue	0	sentence fragment
i heard the bells on christmas day	0	sentence fragment
i know the lord laid his hands on me	0	sentence fragment
i met you (ya vstretil vas)	0	sentence fragment
i sitz gern in an stüberl	0	sentence fragment
i sowed the seeds of love	0	sentence fragment
i tua, was i ko (s' vögele)	0	sentence fragment
i wanna be a friend of yours	0	sentence fragment
i waß a klans wirtshaus in ottakring	0	sentence fragment
i went so willingly / 49	0	sentence fragment
i will always bless the lord	0	sentence fragment
i will arise and go to jesus / musical priest	0	sentence fragment
i will put my ship in order	0	sentence fragment
i wish my baby was born	0	sentence fragment
i wish that they'd sack me	0	sentence fragment
i woaß net, wos i wern soit	0	sentence fragment
i wonder if i will ever rest	0	sentence fragment
i wonder who's kissing her now	0	sentence fragment
o can ye sew cushions?	0	sentence fragment
o come, divine messiah!	0	sentence fragment
o dear! what can the matter be?	0	sentence fragment
o du dämlicher, o du ärmlicher	0	sentence fragment
o gud det är min glädje (psalm 116)	0	sentence fragment
o jesu, när jag hädan skall	0	sentence fragment
o light‐lockdown!	0	sentence fragment
o love, ‘tis a calm starry night	0	sentence fragment
ô ma mère !	0	sentence fragment
o meu amor anda em fama	0	sentence fragment
ô mon berger fidèle !	0	sentence fragment
o mortal man (sussex mummers' carol)	0	sentence fragment
o tannenbaum, du trägst ein’ grünen zweig	0	sentence fragment
o thou joy of all the sorrowful	0	sentence fragment
o tysta ensamhet (visa från utanmyra)	0	sentence fragment
o up !	0	sentence fragment
o worship the lord in the beauty of holiness!	0	sentence fragment
s geit niene so schön u luschtig	0	sentence fragment
s isch keini wie mis elsi	0	sentence fragment
s isch mer alles ei ding	0	sentence fragment
u we die wyber wösche wei	0	sentence fragment
y a mí lo mismo me da	0	sentence fragment
z archy vypuštěný holoubku - hle, hle, támhle v betlémě	0	sentence fragment
я летаю по чужой стороне перепелкою	0	sentence fragment
я не буду ждать тебя на берегу	0	sentence fragment
2 íslensk thjóðlög, op. 19b: no. 2. breiðifjörður	0	sentence fragment
3 carols: no. 3. shepherds watched their flocks by night	0	sentence fragment
4 british folk‐songs: no. 1. early one morning	0	sentence fragment
4 british folk‐songs: no. 2. an eriskay love lilt	0	sentence fragment
4 british folk‐songs: no. 3. o can ye sew cushions?	0	sentence fragment
6 welsh folksongs: 1. two hearts remain: allegretto	0	sentence fragment
6 welsh folksongs: 2. o gentle dove: moderato	0	sentence fragment
6 welsh folksongs: 3. if she were mine: allegretto	0	sentence fragment
6 welsh folksongs: 4. ap shenkin: allegro	0	sentence fragment
6 welsh folksongs: 5. the golden wheat: andante	0	sentence fragment
6 welsh folksongs: 6. the fairest gwen: allegretto	0	sentence fragment
9 welsh folk songs: ffarwel i langyfelach	0	sentence fragment
9 welsh folk songs: llangynwyd	0	sentence fragment
british folk-music settings: six dukes went afishin'	0	sentence fragment
i am stretched on your grave	0	sentence fragment
i had a little nut tree	0	sentence fragment
i stood on de ribber ob jerdon	0	sentence fragment
i 1805 da svenskene kom hjem	0	sentence fragment
i don’t care where dey bury my body	0	sentence fragment
i don’t feel at home any more	0	sentence fragment
i know where i am going	0	sentence fragment
i live not where i love	0	sentence fragment
i looked down the line (and i wondered)	0	sentence fragment
i love you best of all	0	sentence fragment
i mewn i’r arch â nhw	0	sentence fragment
i never thought my love would leave me	0	sentence fragment
i skovens dybe stille ro (tranquillity in the woods)	0	sentence fragment
i want jesus to walk with me	0	sentence fragment
i will sing of the mercies of the lord forever	0	sentence fragment
i wish i wish (love is pleasing)	0	sentence fragment
i wish my love was a red red rose	0	sentence fragment
i wish they'd do it now	0	sentence fragment
i won't have to cross jordan alone	0	sentence fragment
i wonder what's keeping my true love tonight	0	sentence fragment
i wonder will my mother be on dat train	0	sentence fragment
o cravo brigou com a rosa	0	sentence fragment
o filii et filiae (huit couplets)	0	sentence fragment
o lord, show me thy ways	0	sentence fragment
o sapo não lava o pé	0	sentence fragment
o tha mo dhuil ruit (oh how i love thee)	0	sentence fragment
ο χαλασμός της νάουσας (στης νάουσας το κάστρο)	0	sentence fragment
в галицькій землі (v halitskiy zemli)	0	sentence fragment
в месяце ноябре (белорусская народная песня)	0	sentence fragment
i come and stand at every door	0	sentence fragment
i don't believe in “if” anymore	0	sentence fragment
i am but a small voice (“ako’y munting tinig”)	0	sentence fragment
i have no right to care	0	sentence fragment
i lived so fast and hard	0	sentence fragment
i don’t want to throw rice	0	sentence fragment
i don’t want you around me anymore	0	sentence fragment
i think i see the light	0	sentence fragment
i want to live in a wigwam	0	sentence fragment
7 o’clock news/silent night	0	sentence fragment
i felt a funeral, in my brain	0	sentence fragment
i don't wanna talk about it now	0	sentence fragment
i can’t wake up to save my life	0	sentence fragment
i want to see the bright lights tonight	0	sentence fragment
i ain’t going to drag my feet no more	0	sentence fragment
i don't need this pressure ron	0	sentence fragment
i dreamed i saw phil ochs last night	0	sentence fragment
i was only telling a lie	0	sentence fragment
i wish this would never end	0	sentence fragment
i am not a poet (night song)	0	sentence fragment
i know that it’s like this (baby)	0	sentence fragment
i let the sun go down	0	sentence fragment
i still have that other girl	0	sentence fragment
i just want to sing your name	0	sentence fragment
i don’t like the way this world’s a‐treatin’ me	0	sentence fragment
o zachowaniu przy stole (za j. kitowiczem)	0	sentence fragment
z pasa słuckiego pożytek (markowi karpinskiemu)	0	sentence fragment
i love you but i don’t know what to say	0	sentence fragment
