malformed	clean_target	relation_count	target_exists
i want to hug you	i want to hug you	0	True
i want to ramble	i want to ramble	0	True
i want to shout	i want to shout	0	True
sittin' here thinkin'	sittin' here thinkin	0	False
i feel so good	i feel so good	0	True
i love you honey	i love you honey	0	True
u don’t know me	u don’t know me	0	True
i never cared for you	i never cared for you	0	True
i let my mind wander	i let my mind wander	0	True
i am the forest	i am the forest	0	True
i can cry again	i can cry again	0	True
i don’t feel anything	i don’t feel anything	0	True
i feel sorry for him	i feel sorry for him	0	True
i gotta get drunk	i gotta get drunk	0	True
i just don’t understand	i just don’t understand	0	True
i just dropped by	i just dropped by	0	True
i thought about you, lord	i thought about you, lord	0	True
i want a girl	i want a girl	0	True
i ain’t got nothin’	i ain’t got nothin’	0	True
i can’t find the time	i can’t find the time	0	True
i didn’t sleep a wink	i didn’t sleep a wink	0	True
i don’t go to funerals	i don’t go to funerals	0	True
i know we won	i know we won	0	True
i made a mistake	i made a mistake	0	True
i thought i left you	i thought i left you	0	True
i was only joking	i was only joking	0	True
à tout casser	à tout casser	0	True
i be’s troubled	i be’s troubled	0	True
screamin' and cryin'	screamin' and cryin	0	False
sittin' and thinkin'	sittin' and thinkin	0	False
i ain’t losing the fight	i ain’t losing the fight	0	True
i thought i’d seen everything	i thought i’d seen everything	0	True
i hear you knockin’	i hear you knockin’	0	True
i love ya too much	i love ya too much	0	True
i think about you	i think about you	0	True
i was only dreamin’	i was only dreamin’	0	True
i cried	i cried	0	True
i don’t care	i don’t care	0	True
i don’t mind	i don’t mind	0	True
i found someone	i found someone	0	True
i go crazy	i go crazy	0	True
i got the feelin’	i got the feelin’	0	True
i got to move	i got to move	0	True
i know it’s true	i know it’s true	0	True
i shot ya	i shot ya	0	True
i don’t know	i don’t know	0	True
i feel all right	i feel all right	0	True
i know you got soul	i know you got soul	0	True
i wanna get down	i wanna get down	0	True
wonderin'	wonderin	0	False
i git a little lonely	i git a little lonely	0	True
ain't no tellin'	ain't no tellin	0	False
i started a joke	i started a joke	0	True
i know (and you know)	i know (and you know)	0	True
i don’t remember	i don’t remember	0	True
i go swimming	i go swimming	0	True
i grieve	i grieve	0	True
i got your message	i got your message	0	True
2 bad	2 bad	0	True
i care	i care	0	True
i got tired	i got tired	0	True
cheatin'	cheatin	0	False
i can't go on	i can't go on	0	True
i just cry	i just cry	0	True
i lived my life	i lived my life	0	True
i want you to know	i want you to know	0	True
i still love you	i still love you	0	True
i gambled my heart	i gambled my heart	0	True
i believe in love	i believe in love	0	True
i found a reason	i found a reason	0	True
i hob an grund	i hob an grund	0	True
i love you, suzanne	i love you, suzanne	0	True
i wanna be black	i wanna be black	0	True
early mornin'	early mornin	0	False
i am… i said	i am… i said	0	True
i am the lion	i am the lion	0	True
i am made of you	i am made of you	0	True
i better be good	i better be good	0	True
i gotta get outta here	i gotta get outta here	0	True
i just wanna be god	i just wanna be god	0	True
i like girls	i like girls	0	True
i love america	i love america	0	True
i love the dead	i love the dead	0	True
i never cry	i never cry	0	True
i never wrote those songs	i never wrote those songs	0	True
i want my now	i want my now	0	True
baby sittin'	baby sittin	0	False
i can’t make it alone	i can’t make it alone	0	True
i feel the earth move	i feel the earth move	0	True
such sufferin'	such sufferin	0	False
i can’t hear you	i can’t hear you	0	True
i couldn’t say no	i couldn’t say no	0	True
i happen to love you	i happen to love you	0	True
i want to stay here	i want to stay here	0	True
i was only kidding	i was only kidding	0	True
i wanna be sedated	i wanna be sedated	0	True
i wanna be a ramone	i wanna be a ramone	0	True
i have not begun	i have not begun	0	True
i tell the sea	i tell the sea	0	True
van wailin'	van wailin	0	False
i walk beside you	i walk beside you	0	True
i want to be alone	i want to be alone	0	True
i love you too much	i love you too much	0	True
i can’t help it	i can’t help it	0	True
i go sailing	i go sailing	0	True
i can only be me	i can only be me	0	True
i don’t know why	i don’t know why	0	True
i gotta have a song	i gotta have a song	0	True
o maria	o maria	0	True
o menina	o menina	0	True
i get lonesome	i get lonesome	0	True
i won't be long	i won't be long	0	True
i travel	i travel	0	True
i need somebody	i need somebody	0	True
i won’t crap out	i won’t crap out	0	True
i felt the luxury	i felt the luxury	0	True
i got a right	i got a right	0	True
i need more	i need more	0	True
i wanna be your dog	i wanna be your dog	0	True
i wanna live	i wanna live	0	True
i won't look back	i won't look back	0	True
5 kleine jägermeister	5 kleine jägermeister	0	True
i am hated for loving	i am hated for loving	0	True
i bury the living	i bury the living	0	True
i can have both	i can have both	0	True
i don’t owe you anything	i don’t owe you anything	0	True
i have forgiven jesus	i have forgiven jesus	0	True
i keep mine hidden	i keep mine hidden	0	True
i know it’s over	i know it’s over	0	True
i wish you lonely	i wish you lonely	0	True
i won't share you	i won't share you	0	True
i am two people	i am two people	0	True
i knew i was next	i knew i was next	0	True
i thought you were dead	i thought you were dead	0	True
i know the numbers	i know the numbers	0	True
i can’t wait until tomorrow	i can’t wait until tomorrow	0	True
rockin' and rollin'	rockin' and rollin	0	False
i dream of jeannie	i dream of jeannie	0	True
i get mad	i get mad	0	True
4 elements	4 elements	0	True
i don’t own you	i don’t own you	0	True
i live for that energy	i live for that energy	0	True
i don’t need anyone	i don’t need anyone	0	True
i can fly	i can fly	0	True
m (hey hey hey)	m (hey hey hey)	0	True
9 vies	9 vies	0	True
à contre-courant	à contre-courant	0	True
à force de…	à force de…	0	True
à l'ombre	à l'ombre	0	True
à quoi je sers	à quoi je sers	0	True
i am…	i am…	0	True
1 love	1 love	0	True
rollin'	rollin	0	True
i believe in jesus	i believe in jesus	0	True
i feel love	i feel love	0	True
i got your love	i got your love	0	True
i remember yesterday	i remember yesterday	0	True
i am the captain	i am the captain	0	True
i am the universe	i am the universe	0	True
i dream of lightning	i dream of lightning	0	True
i dream of waves	i dream of waves	0	True
i looked at the sea	i looked at the sea	0	True
i remember circus boy	i remember circus boy	0	True
i remember marvelman	i remember marvelman	0	True
i saw galaxies	i saw galaxies	0	True
i travel at night	i travel at night	0	True
i want to tell you	i want to tell you	0	True
i me mine	i me mine	0	True
i dig love	i dig love	0	True
i remember jeep	i remember jeep	0	True
i bless your name...	i bless your name...	0	True
i had the dream again	i had the dream again	0	True
2 forms of anger	2 forms of anger	0	True
2 harmonic studies	2 harmonic studies	0	True
i need something stronger	i need something stronger	0	True
i thought	i thought	0	True
i dance like this	i dance like this	0	True
i feel my stuff	i feel my stuff	0	True
i zimbra	i zimbra	0	True
9 pm (till i come)	9 pm (till i come)	0	True
i can’t stand…	i can’t stand…	0	True
i wanna cry	i wanna cry	0	True
i will not forget	i will not forget	0	True
i want u (sq-1 mix)	i want u (sq-1 mix)	0	True
3 thoughts	3 thoughts	0	True
i can only imagine	i can only imagine	0	True
i gotta feeling	i gotta feeling	0	True
i just wanna f.	i just wanna f.	0	True
i wanna go crazy	i wanna go crazy	0	True
i don’t wanna wait	i don’t wanna wait	0	True
e la musica la pesta	e la musica la pesta	0	True
2 lit 2 late interlude	2 lit 2 late interlude	0	True
i am your leader	i am your leader	0	True
i endorse these strippers	i endorse these strippers	0	True
i lied	i lied	0	True
i luv dem strippers	i luv dem strippers	0	True
lovin'	lovin	0	True
i wanna learn	i wanna learn	0	True
e vujè	e vujè	0	True
i can hear you	i can hear you	0	True
i honestly love you	i honestly love you	0	True
i can't let go	i can't let go	0	True
i can't feel it	i can't feel it	0	True
i don’t deserve you	i don’t deserve you	0	True
i luh ya papi	i luh ya papi	0	True
i need love	i need love	0	True
i hope so...	i hope so...	0	True
o mágico	o mágico	0	True
4 roses pour marie	4 roses pour marie	0	True
i scream ice cream	i scream ice cream	0	True
o dancing del gran fumisme	o dancing del gran fumisme	0	True
i know a place	i know a place	0	True
2 phat cunts	2 phat cunts	0	True
i saw the light	i saw the light	0	True
i ain't easy to love	i ain't easy to love	0	True
sweet feelin'	sweet feelin	0	False
i think i’m a mother	i think i’m a mother	0	True
o stella	o stella	0	True
i knew i could fly	i knew i could fly	0	True
i feel good	i feel good	0	True
keep it rockin'	keep it rockin	0	False
i just don't understand	i just don't understand	0	True
4 u with love	4 u with love	0	True
i got the yeyo	i got the yeyo	0	True
i wanna rock you	i wanna rock you	0	True
i can see	i can see	0	True
house is a feelin'	house is a feelin	0	False
i like vans	i like vans	0	True
wornin'	wornin	0	False
i sucked his dick	i sucked his dick	0	True
⏪ ｇｒｉｅｆ ⏩	⏪ ｇｒｉｅｆ ⏩	0	True
i am a robot	i am a robot	0	True
i deleted my heart	i deleted my heart	0	True
i didn’t know	i didn’t know	0	True
i hate the internet	i hate the internet	0	True
i like (fucking) you	i like (fucking) you	0	True
u cud nevr	u cud nevr	0	True
u h8 my fav shows	u h8 my fav shows	0	True
u r beautiful	u r beautiful	0	True
y dont i love u	y dont i love u	0	True
i would like to return	i would like to return	0	True
keep on movin'	keep on movin	0	False
i created disco	i created disco	0	True
6 in the morning	6 in the morning	0	True
8 mile	8 mile	0	True
8 mile road (g-unit remix)	8 mile road (g-unit remix)	0	True
8 miles and runnin’	8 miles and runnin’	0	True
b for my name	b for my name	0	True
i look good	i look good	0	True
i don’t know, officer	i don’t know, officer	0	True
i don’t need ’em	i don’t need ’em	0	True
i get high	i get high	0	True
i get money	i get money	0	True
i got swag	i got swag	0	True
i smell pussy	i smell pussy	0	True
u not like me	u not like me	0	True
i think i’m in love	i think i’m in love	0	True
fallin'	fallin	0	True
i can’t get wid dat	i can’t get wid dat	0	True
2 many hoes	2 many hoes	0	True
i can’t	i can’t	0	True
i know what girls like	i know what girls like	0	True
i love the dough	i love the dough	0	True
u don’t know	u don’t know	0	True
t bone motta	t bone motta	0	True
i am a god	i am a god	0	True
i don't fuck with you	i don't fuck with you	0	True
i don’t like (remix)	i don’t like (remix)	0	True
i still love h.e.r.	i still love h.e.r.	0	True
i thought about killing you	i thought about killing you	0	True
5 deadly venomz	5 deadly venomz	0	True
i get around	i get around	0	True
2 of amerikaz most wanted	2 of amerikaz most wanted	0	True
i ain’t mad at cha	i ain’t mad at cha	0	True
u don’t have 2 worry	u don’t have 2 worry	0	True
just cruisin'	just cruisin	0	False
i gave you power	i gave you power	0	True
i love this feeling	i love this feeling	0	True
i can	i can	0	True
u wanna be me	u wanna be me	0	True
9 inch dix	9 inch dix	0	True
2 all my people	2 all my people	0	True
i can’t swim	i can’t swim	0	True
u can’t fuck with me	u can’t fuck with me	0	True
i love my bitch	i love my bitch	0	True
i know what you want	i know what you want	0	True
i need a hot girl	i need a hot girl	0	True
4 my town (play ball)	4 my town (play ball)	0	True
6 foot 7 foot	6 foot 7 foot	0	True
9 piece	9 piece	0	True
i don’t sleep	i don’t sleep	0	True
i feel	i feel	0	True
i got them	i got them	0	True
i heard you’re married	i heard you’re married	0	True
i believe i can fly	i believe i can fly	0	True
i decided	i decided	0	True
i don’t mean it	i don’t mean it	0	True
u saved me	u saved me	0	True
we thuggin'	we thuggin	0	False
5 elementz	5 elementz	0	True
4 moms	4 moms	0	True
j dillalude	j dillalude	0	True
i told yall	i told yall	0	True
strugglin'	strugglin	0	False
2 ’n the morning	2 ’n the morning	0	True
2 n the morning	2 n the morning	0	True
3 lil piggies	3 lil piggies	0	True
i ain’t tha 1	i ain’t tha 1	0	True
i got my locs on	i got my locs on	0	True
9 milli bros.	9 milli bros.	0	True
i can't go to sleep	i can't go to sleep	0	True
i go hard	i go hard	0	True
i gotta get paid	i gotta get paid	0	True
i stay in love	i stay in love	0	True
i wish you knew	i wish you knew	0	True
i wish you well	i wish you well	0	True
i don’t wanna cry	i don’t wanna cry	0	True
i only wanted	i only wanted	0	True
i pray	i pray	0	True
i won’t allow it	i won’t allow it	0	True
4 da kidz	4 da kidz	0	True
surfin'	surfin	0	False
3 wishes	3 wishes	0	True
7 minute drill	7 minute drill	0	True
c l o s e	c l o s e	0	True
i love her again	i love her again	0	True
i need a beat	i need a beat	0	True
i be gettin' busy	i be gettin' busy	0	True
4 seasons	4 seasons	0	True
i make my own rules	i make my own rules	0	True
p power	p power	0	True
5 am in toronto	5 am in toronto	0	True
6 man	6 man	0	True
8 out of 10	8 out of 10	0	True
i get lonely	i get lonely	0	True
u my everything	u my everything	0	True
1 train	1 train	0	True
i run rap	i run rap	0	True
i want da mic	i want da mic	0	True
2 step	2 step	0	True
6 inch	6 inch	0	True
8 days of christmas	8 days of christmas	0	True
i gotcha	i gotcha	0	True
i gotta know	i gotta know	0	True
u ain’t goin nowhere	u ain’t goin nowhere	0	True
x (chris vrenna mix)	x (chris vrenna mix)	0	True
x (howie beno mix)	x (howie beno mix)	0	True
d man	d man	0	True
n dey say	n dey say	0	True
2 pac	2 pac	0	True
i don’t wanna break up	i don’t wanna break up	0	True
i don't deserve you	i don't deserve you	0	True
5 o’clock	5 o’clock	0	True
3 lil putos	3 lil putos	0	True
still spittin'	still spittin	0	False
stop skeemin'	stop skeemin	0	False
6 in the mornin’	6 in the mornin’	0	True
d rocs (rip)	d rocs (rip)	0	True
g style	g style	0	True
i ain't new ta this	i ain't new ta this	0	True
i love ladies	i love ladies	0	True
i must stand	i must stand	0	True
i used to love her	i used to love her	0	True
i will always love you	i will always love you	0	True
i can't let u go	i can't let u go	0	True
i care for u	i care for u	0	True
u got it bad	u got it bad	0	True
i care 4 u	i care 4 u	0	True
i'm talkin'	i'm talkin	0	False
4 my people	4 my people	0	True
4 my man	4 my man	0	True
4 page letter	4 page letter	0	True
i want you back	i want you back	0	True
scream a.k.a. itchin'	scream a.k.a. itchin	0	False
4 years old	4 years old	0	True
i do it all night	i do it all night	0	True
u can believe it	u can believe it	0	True
d elite	d elite	0	True
enough cryin'	enough cryin	0	False
i can love you	i can love you	0	True
not lookin'	not lookin	0	False
3 headed monster	3 headed monster	0	True
